Question,Correct Answer,Choice A,Correct? A,Code A,Choice B,Correct? B,Code B,Choice C,Correct? C,Code C,Choice D,Correct? D,Code D,Explanation
Two identical containers are filled with water to different heights. Container A has a depth of 1 m and B has 2 m. Which statement best describes the pressure at the bottom?,A,Container B has twice the pressure at the bottom as Container A.,True,,Both containers have the same pressure because they are identical in shape.,False,PH281,"Pressure depends only on the amount of water, not its height.",False,PH283,"Water pressure depends on container width, not depth.",False,PH281,"Fluid pressure increases with depth: P = ρ·g·h. Since depth doubles from A to B, pressure at the bottom of B is twice that at A."
A diver feels more pressure on their body as they descend deeper underwater. What causes this increase in pressure?,B,Pressure increases only from above as the diver goes deeper.,False,PH282,Pressure increases because water pushes equally from all directions at greater depth.,True,,"The diver gets heavier with depth, increasing pressure.",False,PH283,Only large animals can feel pressure at depth.,False,PH287,Pressure in fluids acts in all directions and increases with depth due to the weight of the fluid above. It’s not just downward.
Which situation shows that air pressure exists even when air isn’t moving?,C,A breeze makes leaves rustle.,False,PH284,An open window allows wind to blow in.,False,PH284,A suction cup sticks to a wall without airflow.,True,,A fan pushes air toward someone’s face.,False,PH284,"Air pressure exists even in still air. A suction cup stays because external air pressure pushes it against the wall, even though the air is not moving."
Why can a sealed empty can be crushed when the air inside is removed?,D,The can is crushed only from the top by gravity.,False,PH286,Air rushes in and increases internal pressure.,False,PH284,The mass of the can causes it to collapse.,False,PH283,The unbalanced external air pressure pushes from all sides.,True,,"When internal pressure is removed, the greater external air pressure crushes the can from all sides, not just from the top."
"Two blocks are placed on a table. Block A has a smaller surface area than Block B, but both have the same weight. Which block exerts more pressure?",A,"Block A, because pressure = force ÷ area and it has smaller area.",True,,"Block B, because larger blocks exert more pressure.",False,PH287,They exert the same pressure because they weigh the same.,False,PH283,"Pressure depends only on volume, not surface area.",False,PH283,"Pressure = force ÷ area. With equal force, a smaller area results in higher pressure. So Block A exerts more pressure."
Why does a dam have thicker walls at the bottom than at the top?,C,Water is heavier at the bottom due to gravity pulling harder.,False,PH283,Larger amounts of water at the bottom increase the weight on the dam.,False,PH287,"Water pressure increases with depth, requiring more strength lower down.",True,,"Pressure is the same throughout the dam, but more support is needed at the base.",False,PH281,"Fluid pressure increases with depth. The deeper part of the dam experiences more pressure, so it must be built thicker to withstand the force."
Which of the following best explains why your ears pop during a rapid change in altitude?,D,"You are moving faster, which increases air pressure.",False,PH284,Pressure is stronger inside your body than outside.,False,PH282,Only moving air creates pressure changes in your ears.,False,PH284,"Air pressure changes, and your body adjusts to match the surrounding pressure.",True,,"Air pressure exists even when air is still. A change in altitude alters the external pressure, and your body adjusts to maintain equilibrium, causing ears to pop."
A hydraulic press uses a small piston to lift a heavy object. What explains how this works?,A,"Pressure is transmitted equally through the fluid, multiplying the force on a larger piston.",True,,Larger pistons always create more pressure.,False,PH287,"Fluids flow downward, so the force increases naturally.",False,PH282,"Only gases can transmit pressure evenly, not liquids.",False,PH285,"Pascal’s principle states that pressure applied to a fluid is transmitted equally in all directions, allowing force multiplication on a larger piston."
Why might a person feel less buoyant at deeper depths?,B,The body becomes heavier at greater depth.,False,PH287,"The buoyant force remains the same, but pressure increases equally on all sides.",True,,"More water is pressing down from above, reducing upward force.",False,PH286,Only the top of the body experiences extra pressure.,False,PH286,Buoyant force doesn’t decrease with depth; pressure increases equally in all directions. The sensation of compression may be misinterpreted as less buoyancy.
"What is true about pressure in a closed fluid system, such as a sealed syringe?",C,Only the part nearest the piston feels increased pressure.,False,PH282,Gases in the syringe create uneven pressure distribution.,False,PH284,Applying pressure to one part increases pressure everywhere equally.,True,,Pressure acts only downward inside the syringe.,False,PH282,"According to Pascal’s principle, pressure applied to a confined fluid is distributed equally throughout the fluid."
A solid metal ball is completely submerged in water but does not float. Which statement is true about the buoyant force acting on it?,A,A buoyant force acts upward even though the object sinks.,True,,No buoyant force acts because the object is too heavy.,False,PH288,The object only feels downward force from gravity.,False,PH290,The buoyant force equals the object's weight.,False,PH289,"Buoyant force acts on all submerged objects, regardless of whether they float. It depends on the displaced fluid, not whether the object rises."
Two objects of the same size but different materials are fully submerged in a fluid. Which has a greater buoyant force acting on it?,B,The heavier object has more buoyant force because it weighs more.,False,PH291,Both experience the same buoyant force because they displace the same volume.,True,,Only the floating object feels a buoyant force.,False,PH288,The object with greater density experiences more upward push.,False,PH290,"Buoyant force depends on volume displaced and fluid density, not object mass. Same volume means equal buoyant force."
Which statement correctly describes the origin of buoyant force in a fluid?,C,It is caused by gravity pulling upward on the fluid.,False,PH292,It happens only when the object floats.,False,PH288,It results from the pressure difference between the top and bottom of an object.,True,,It is due to water being lighter than the object.,False,PH293,"Buoyant force arises from greater pressure at the bottom than at the top of an object, creating a net upward force."
A cube floats in water with half of its volume submerged. What is the relationship between the buoyant force and the cube’s weight?,D,"The cube is weightless, so no buoyant force is needed.",False,PH288,The buoyant force is greater than the weight.,False,PH289,Only the bottom of the cube experiences any upward force.,False,PH290,The buoyant force equals the cube’s weight.,True,,"For a floating object in equilibrium, buoyant force equals the object's weight. That’s why it floats stably at that level."
Which object would experience the greatest buoyant force?,A,A fully submerged beach ball in water.,True,,A heavy rock resting on the ground.,False,PH291,A sponge half-submerged in air.,False,PH293,A steel bar placed in a vacuum chamber.,False,PH290,"Buoyant force depends on fluid displacement. The beach ball displaces a large volume of water and is fully submerged, creating a strong buoyant force."
An object is placed in oil and water. It floats between the two fluids. What does this tell us about the buoyant forces acting on it?,B,Only the water contributes to the buoyant force.,False,PH293,It is supported by the combined buoyant force from both fluids.,True,,Buoyant force is absent because the object is not fully submerged.,False,PH288,"The object has no weight, so buoyant force is irrelevant.",False,PH289,The object displaces fluid in both layers. The total buoyant force equals the weight of the displaced oil plus the displaced water.
Two objects of different shapes but identical volumes and materials are fully submerged in a liquid. Which experiences greater buoyant force?,C,The flatter object experiences more buoyant force.,False,PH294,The taller object pushes upward harder due to height.,False,PH291,"Both experience the same force because buoyancy depends on volume and fluid, not shape.",True,,The object with a curved surface experiences more upward force.,False,PH294,Buoyant force depends only on fluid density and displaced volume. Shape does not affect total fluid displaced if volume is the same.
A helium balloon rises in air but slows down at higher altitudes. Why does the buoyant force change?,D,"Gravity weakens at higher altitudes, reducing buoyancy.",False,PH292,The balloon becomes heavier as it expands.,False,PH289,Buoyant force only works near the ground.,False,PH288,"Air density decreases with altitude, so less fluid is displaced.",True,,"Buoyant force = ρ·V·g. As altitude increases, air density (ρ) decreases. Less dense air means reduced buoyant force, slowing the balloon."
Which factor determines the strength of the buoyant force on a submerged object?,A,The volume of fluid displaced by the object.,True,,The mass of the object only.,False,PH289,The weight of the object minus its volume.,False,PH289,Whether the object is solid or hollow.,False,PH294,"According to Archimedes' principle, buoyant force equals the weight of displaced fluid, which depends on volume, not object mass."
A block sinks in alcohol but floats in water. What can be said about the block’s density?,B,"It floats in water due to its shape, not density.",False,PH294,Its density is between that of alcohol and water.,True,,It has no buoyant force in alcohol.,False,PH288,All blocks float better in water regardless of density.,False,PH293,"The block’s density is greater than alcohol (so it sinks) and less than water (so it floats), placing it between the two."
"According to the continuity equation, what happens to the speed of an incompressible fluid as it enters a narrower section of pipe?",A,It speeds up because the same volume must pass through a smaller area.,True,,It slows down because there's less space to move.,False,PH296,Speed stays the same regardless of pipe shape.,False,PH298,The fluid stops unless energy is added.,False,PH295,"From A₁·v₁ = A₂·v₂, decreasing area (A₂ < A₁) means velocity (v₂) must increase for incompressible flow."
"A fluid speeds up as it moves through a narrow pipe. What happens to the pressure in that region, according to Bernoulli’s principle?",B,The pressure increases with the higher speed.,False,PH300,The pressure decreases because kinetic energy increases.,True,,Pressure stays constant through the flow.,False,PH298,This only works if external forces are added.,False,PH295,"Bernoulli’s equation (P + ½ρv² + ρgh = constant) shows that higher speed corresponds to lower pressure in steady, incompressible, frictionless flow."
What does Bernoulli’s equation assume about the fluid and flow conditions?,C,The fluid is at rest and in thermal equilibrium.,False,PH298,There must be an external energy source like a pump.,False,PH295,The fluid is incompressible and flows steadily without friction.,True,,It applies regardless of whether the flow is turbulent.,False,PH298,"Bernoulli’s equation is valid only under specific assumptions: steady, incompressible, non-viscous (frictionless) flow along a streamline."
Water exits a tank from a small hole near the bottom. What does Torricelli’s theorem say about the speed of water exiting?,D,It depends on the mass of water above the hole.,False,PH299,It requires force from above to push the water out.,False,PH295,It increases as the hole gets smaller.,False,PH296,It equals the speed of a free-falling object from that height.,True,,"Torricelli’s law: v = √(2gh), where h is the fluid height above the hole. No mass or force is needed — gravity does the work."
Which of the following statements best reflects conservation of mass in fluid flow?,A,Incompressible fluid flow means what goes in must come out at the same rate.,True,,Fluid always moves from high to low pressure.,False,PH297,Energy is lost when fluid changes shape.,False,PH298,Fluids require input force to conserve volume.,False,PH295,Continuity equation is based on conservation of mass: A₁v₁ = A₂v₂. Flow rate stays constant for incompressible fluids.
"In a horizontal pipe, the fluid speeds up in a narrow section. Which conservation law explains why pressure drops in that region?",B,Conservation of mass: less area means less pressure.,False,PH296,Conservation of energy: increase in speed means decrease in pressure.,True,,Conservation of volume: pipe volume is constant.,False,PH301,External force is required to maintain speed.,False,PH295,"Bernoulli’s principle is an application of energy conservation. As speed increases, pressure must drop to conserve total mechanical energy."
What happens to the flow rate if a pipe splits into two branches of equal diameter and both carry fluid?,C,The flow rate increases due to added pathways.,False,PH296,The pressure must increase to split the flow.,False,PH297,The total flow rate remains the same as in the main pipe.,True,,Flow stops unless a pump is added.,False,PH295,"According to continuity, total flow rate remains conserved. It divides between branches, but total rate stays constant."
Why is Bernoulli’s equation not valid in regions of turbulence or viscosity?,D,It requires energy input to maintain turbulence.,False,PH295,It assumes mass and force must be equal.,False,PH299,"It only works for gases, not liquids.",False,PH298,It assumes no energy is lost to internal friction.,True,,"Bernoulli’s equation assumes ideal (non-viscous, steady) flow. Turbulent or viscous regions violate these assumptions by introducing energy loss."
"A fluid exits vertically downward from a tank’s bottom. If the tank's height doubles, how does the exit speed change?",A,It increases by a factor of √2 based on Torricelli’s theorem.,True,,It doubles because height and speed are directly proportional.,False,PH299,It remains constant without external energy.,False,PH295,Only force can increase the speed.,False,PH295,"Using Torricelli’s law, v = √(2gh). If h doubles, v becomes √(2g·2h) = √2·√(2gh), so speed increases by √2."
"In an ideal fluid system, why does pressure decrease when speed increases?",B,The fluid becomes less dense at high speed.,False,PH298,"Energy is conserved: kinetic energy rises, so pressure energy falls.",True,,"Mass increases in motion, requiring pressure loss.",False,PH301,The pipe narrows to prevent backflow.,False,PH296,Bernoulli’s equation shows that total mechanical energy is conserved. More kinetic energy (higher speed) means less pressure energy.
