Question,Choice A,Choice B,Choice C,Choice D,Correct Answer,Explanation
A compressed spring stores energy. Which equation gives the spring potential energy?,Uₛ = k·x²,Uₛ = k·x,Uₛ = ½·k·x,Uₛ = ½·k·x²,D,"The correct equation is Uₛ = ½·k·x², describing elastic potential energy stored in a spring compressed or stretched by distance x."
A force does work on an object. Which equation correctly gives work done when force is constant and parallel to displacement?,W = F/d,W = F²·d,W = F·d²,W = F·d,D,"The correct equation is W = F·d, giving work when a constant force acts parallel to displacement."
An object is lifted at constant velocity. Which equation gives the work done by the lifting force?,W = F·d,W = F²·d,W = F/d²,W = d·F²,A,"The correct equation is W = F·d, because the lifting force does work equal to force times vertical displacement at constant velocity."
A force is applied at an angle to displacement. Which equation correctly gives work in this situation?,W = F²·d·cosθ,W = F·d·cosθ,W = F·d·sinθ,W = F·d²·cosθ,B,"The correct equation is W = F·d·cosθ, accounting for the angle between force and displacement when calculating work."
An object gains kinetic energy when a net force acts on it. Which equation correctly states the work-energy theorem?,Wₙₑₜ = F·d,Wₙₑₜ = ΔU,Wₙₑₜ = ΔK,Wₙₑₜ = m·g·h,C,"The correct equation is Wₙₑₜ = ΔK, stating that net work done equals the change in kinetic energy."
An object moves through a distance under a variable force. Which equation gives the work done graphically?,Work = Area under F vs. d graph,Work = F/d,Work = d/F,Work = F·d²,A,"The correct method is calculating Work = Area under F vs. d graph, representing work done by a variable force."
A person lifts a box vertically with constant speed. Which equation gives gravitational work done by Earth?,W = m·g/d,W = F·d,W = m·g·d,W = -m·g·d,D,"The correct equation is W = -m·g·d, where work done by gravity is negative when lifting upward against gravitational force."
The power delivered by a constant force moving an object at constant speed is needed. Which equation gives this power?,P = v/F,P = F²·v,P = F·v,P = F/d,C,"The correct equation is P = F·v, expressing power as force times constant velocity."
A machine lifts a box at constant speed. Which equation correctly gives the mechanical power output?,P = F·v,P = v/F,P = F/v,P = F²·v,A,"The correct equation is P = F·v, giving mechanical power as force multiplied by constant velocity."
A spring stores potential energy. Which equation gives the force exerted by a spring when compressed?,F = -k·x,F = x/k,F = -k·x²,F = k·x²,A,"The correct equation is F = -k·x, Hooke's Law, giving spring force as proportional to displacement and opposite in direction."
An object experiences an impulse. Which equation gives impulse in terms of force and time?,J = Δt/F,J = F·Δt²,J = F/Δt,J = F·Δt,D,"The correct equation is J = F·Δt, defining impulse as force multiplied by the time interval."
An object's momentum changes. Which equation correctly relates impulse and change in momentum?,J = Δt/p,J = Δp,J = F/Δp,J = p/Δt,B,"The correct equation is J = Δp, connecting impulse to the change in momentum."
Two objects collide and stick together. Which principle applies to solve their final velocity?,Conservation of Energy,Conservation of Momentum,Conservation of Mass,Conservation of Force,B,"The correct principle is Conservation of Momentum, applying to perfectly inelastic collisions when objects stick together."
Fluid flows through a narrowing pipe. Which equation represents conservation of flow rate?,A₁·v₁ = v₂/A₂,A₁·v₁ = A₂·v₂,A₁·v₁ = A₂/v₂,A₁/v₁ = A₂/v₂,B,"The correct equation is A₁·v₁ = A₂·v₂, the continuity equation showing flow rate conservation in fluids."
The pressure at a depth in a fluid is needed. Which equation gives absolute pressure?,P = P₀ + h/ρg,P = P₀·ρ·g·h,P = ρ·g·h,P = P₀ + ρ·g·h,D,"The correct equation is P = P₀ + ρ·g·h, giving the absolute pressure at a depth in a fluid."
The buoyant force on a submerged object is needed. Which equation gives it?,F_b = ρ·V·g,F_b = ρ·g/V,F_b = ρ·g²·V,F_b = V·g/ρ,A,"The correct equation is F_b = ρ·V·g, expressing buoyant force based on fluid density and displaced volume."
An object is in orbit around a planet. Which equation gives its orbital speed?,v = √(GM·r),v = √(G·M/r),v = GM/r,v = r/√(GM),B,"The correct equation is v = √(G·M/r), giving orbital speed around a central mass."
The gravitational potential energy between two masses is needed. Which equation gives it?,U = -G·m₁·m₂/r,U = -G·m₁²·m₂/r,U = -G·m₁·m₂·r,U = G·m₁·m₂/r,A,"The correct equation is U = -G·m₁·m₂/r, giving gravitational potential energy between two masses."
An orbiting planet’s period and radius are related. Which law gives this relationship?,T² ∝ r²,T³ ∝ r²,T ∝ r³,T² ∝ r³,D,"Kepler’s third law states T² ∝ r³, relating orbital period and radius for planets."
A mass oscillates on a spring. Which equation gives the period of oscillation?,T = 2π·√(k/m),T = √(m/k),T = 2π·√(m/k),T = 2π·√(k·m),C,"The correct equation is T = 2π·√(m/k), giving the period of a mass-spring system."
A pendulum swings with small amplitude. Which equation gives its period?,T = 2π·√(g/L),T = 2π·√(L/g),T = √(L/g),T = 2π·L/g,B,"The correct equation is T = 2π·√(L/g), giving the period of a simple pendulum for small angles."
A force is applied at a distance from an axis of rotation. Which equation gives torque?,τ = r·F·cosθ,τ = r·F·sinθ,τ = r²·F,τ = F/r,B,"The correct equation is τ = r·F·sinθ, defining torque as force applied at a distance with an angle."
An object rotates with angular momentum. Which equation gives its angular momentum?,L = I/ω,L = ω²·I,L = I·ω,L = ω/I,C,"The correct equation is L = I·ω, defining angular momentum for rotating bodies."
