Question,Choice A,Choice B,Choice C,Choice D,Correct Answer,Explanation
A system's rotational kinetic energy is needed. Which equation gives rotational kinetic energy?,Kᵣₒₜ = ½·I·ω,Kᵣₒₜ = I·ω²,Kᵣₒₜ = I/ω²,Kᵣₒₜ = ½·I·ω²,D,"The correct equation is Kᵣₒₜ = ½·I·ω², giving rotational kinetic energy in terms of moment of inertia and angular velocity."
An object has both rotational and translational motion. Which equation gives the total kinetic energy?,K = m·v² + ½·I·ω²,K = m·v² + I·ω²,K = ½·m·v² + I·ω²,K = ½·m·v² + ½·I·ω²,D,"The correct equation is K = ½·m·v² + ½·I·ω², summing translational and rotational kinetic energy."
A uniform disk is rotating. Which equation gives its moment of inertia?,I = M²·R,I = ½·M·R²,I = M·R²,I = 2·M·R²,B,"The correct equation is I = ½·M·R², the moment of inertia for a uniform solid disk rotating about its center."
A system's mechanical energy includes both kinetic and potential terms. Which equation gives total mechanical energy?,E = K + U,E = K + U²,E = ½·K + U,E = K² + U,A,"The correct equation is E = K + U, combining kinetic and potential energy for total mechanical energy."
An object at height h above Earth’s surface has gravitational potential energy. Which equation gives this energy?,U = g·h,U = m²·g·h,U = m·g·h,U = m·g/h,C,"The correct equation is U = m·g·h, giving gravitational potential energy relative to a chosen reference height."
A compressed spring stores energy. Which equation gives the spring potential energy?,Uₛ = k·x²,Uₛ = k·x,Uₛ = ½·k·x,Uₛ = ½·k·x²,D,"The correct equation is Uₛ = ½·k·x², describing elastic potential energy stored in a spring compressed or stretched by distance x."
A force does work on an object. Which equation correctly gives work done when force is constant and parallel to displacement?,W = F/d,W = F²·d,W = F·d²,W = F·d,D,"The correct equation is W = F·d, giving work when a constant force acts parallel to displacement."
An object is lifted at constant velocity. Which equation gives the work done by the lifting force?,W = F·d,W = F²·d,W = F/d²,W = d·F²,A,"The correct equation is W = F·d, because the lifting force does work equal to force times vertical displacement at constant velocity."
A force is applied at an angle to displacement. Which equation correctly gives work in this situation?,W = F²·d·cosθ,W = F·d·cosθ,W = F·d·sinθ,W = F·d²·cosθ,B,"The correct equation is W = F·d·cosθ, accounting for the angle between force and displacement when calculating work."
An object gains kinetic energy when a net force acts on it. Which equation correctly states the work-energy theorem?,Wₙₑₜ = F·d,Wₙₑₜ = ΔU,Wₙₑₜ = ΔK,Wₙₑₜ = m·g·h,C,"The correct equation is Wₙₑₜ = ΔK, stating that net work done equals the change in kinetic energy."
An object moves through a distance under a variable force. Which equation gives the work done graphically?,Work = Area under F vs. d graph,Work = F/d,Work = d/F,Work = F·d²,A,"The correct method is calculating Work = Area under F vs. d graph, representing work done by a variable force."
A person lifts a box vertically with constant speed. Which equation gives gravitational work done by Earth?,W = m·g/d,W = F·d,W = m·g·d,W = -m·g·d,D,"The correct equation is W = -m·g·d, where work done by gravity is negative when lifting upward against gravitational force."
The power delivered by a constant force moving an object at constant speed is needed. Which equation gives this power?,P = v/F,P = F²·v,P = F·v,P = F/d,C,"The correct equation is P = F·v, expressing power as force times constant velocity."
A machine lifts a box at constant speed. Which equation correctly gives the mechanical power output?,P = F·v,P = v/F,P = F/v,P = F²·v,A,"The correct equation is P = F·v, giving mechanical power as force multiplied by constant velocity."
A spring stores potential energy. Which equation gives the force exerted by a spring when compressed?,F = -k·x,F = x/k,F = -k·x²,F = k·x²,A,"The correct equation is F = -k·x, Hooke's Law, giving spring force as proportional to displacement and opposite in direction."
An object experiences an impulse. Which equation gives impulse in terms of force and time?,J = Δt/F,J = F·Δt²,J = F/Δt,J = F·Δt,D,"The correct equation is J = F·Δt, defining impulse as force multiplied by the time interval."
An object's momentum changes. Which equation correctly relates impulse and change in momentum?,J = Δt/p,J = Δp,J = F/Δp,J = p/Δt,B,"The correct equation is J = Δp, connecting impulse to the change in momentum."
Two objects collide and stick together. Which principle applies to solve their final velocity?,Conservation of Energy,Conservation of Momentum,Conservation of Mass,Conservation of Force,B,"The correct principle is Conservation of Momentum, applying to perfectly inelastic collisions when objects stick together."
Fluid flows through a narrowing pipe. Which equation represents conservation of flow rate?,A₁·v₁ = v₂/A₂,A₁·v₁ = A₂·v₂,A₁·v₁ = A₂/v₂,A₁/v₁ = A₂/v₂,B,"The correct equation is A₁·v₁ = A₂·v₂, the continuity equation showing flow rate conservation in fluids."
The pressure at a depth in a fluid is needed. Which equation gives absolute pressure?,P = P₀ + h/ρg,P = P₀·ρ·g·h,P = ρ·g·h,P = P₀ + ρ·g·h,D,"The correct equation is P = P₀ + ρ·g·h, giving the absolute pressure at a depth in a fluid."
The buoyant force on a submerged object is needed. Which equation gives it?,F_b = ρ·V·g,F_b = ρ·g/V,F_b = ρ·g²·V,F_b = V·g/ρ,A,"The correct equation is F_b = ρ·V·g, expressing buoyant force based on fluid density and displaced volume."
An object is in orbit around a planet. Which equation gives its orbital speed?,v = √(GM·r),v = √(G·M/r),v = GM/r,v = r/√(GM),B,"The correct equation is v = √(G·M/r), giving orbital speed around a central mass."
The gravitational potential energy between two masses is needed. Which equation gives it?,U = -G·m₁·m₂/r,U = -G·m₁²·m₂/r,U = -G·m₁·m₂·r,U = G·m₁·m₂/r,A,"The correct equation is U = -G·m₁·m₂/r, giving gravitational potential energy between two masses."
An orbiting planet’s period and radius are related. Which law gives this relationship?,T² ∝ r²,T³ ∝ r²,T ∝ r³,T² ∝ r³,D,"Kepler’s third law states T² ∝ r³, relating orbital period and radius for planets."
A mass oscillates on a spring. Which equation gives the period of oscillation?,T = 2π·√(k/m),T = √(m/k),T = 2π·√(m/k),T = 2π·√(k·m),C,"The correct equation is T = 2π·√(m/k), giving the period of a mass-spring system."
A pendulum swings with small amplitude. Which equation gives its period?,T = 2π·√(g/L),T = 2π·√(L/g),T = √(L/g),T = 2π·L/g,B,"The correct equation is T = 2π·√(L/g), giving the period of a simple pendulum for small angles."
A force is applied at a distance from an axis of rotation. Which equation gives torque?,τ = r·F·cosθ,τ = r·F·sinθ,τ = r²·F,τ = F/r,B,"The correct equation is τ = r·F·sinθ, defining torque as force applied at a distance with an angle."
An object rotates with angular momentum. Which equation gives its angular momentum?,L = I/ω,L = ω²·I,L = I·ω,L = ω/I,C,"The correct equation is L = I·ω, defining angular momentum for rotating bodies."
A car moves 300 cm in 2 seconds. What is its speed in meters per second (m/s)?,v = 0.015 m/s,v = 150 m/s,v = 15 m/s,v = 1.5 m/s,D,"First convert 300 cm to meters: 300 cm ÷ 100 = 3 m. Then, speed = distance/time = 3 m ÷ 2 s = 1.5 m/s."
A mass of 2500 g is placed on a spring. What mass value should be used in calculations in SI units?,m = 25 kg,m = 2.5 kg,m = 0.25 kg,m = 250 kg,B,Grams must be converted to kilograms: 2500 g ÷ 1000 = 2.5 kg for correct SI unit usage.
A force is calculated as F = 10 kg × 2 m/s². What is the correct unit for force?,kg,m/s²,kg·m,N (newtons),D,"Force in SI units is expressed in newtons (N), where 1 N = 1 kg·m/s²."
An object travels 5 km. How many meters is this distance?,0.5 m,5000 m,500 m,50 m,B,"To convert kilometers to meters, multiply by 1000: 5 km × 1000 = 5000 m."
You calculate a speed as v = 4.2 but do not write any unit. What is missing?,m,m²/s,m/s,s,C,Velocity must be expressed with units of meters per second (m/s); omitting units is incorrect.
A measurement reads 1500 ms. What is this in seconds (s)?,150 s,1.5 s,15 s,0.15 s,B,Milliseconds must be converted to seconds: 1500 ms ÷ 1000 = 1.5 s.
A student finds the kinetic energy as 250 but forgets the unit. What unit should be written?,W (watts),N (newtons),kg,J (joules),D,Kinetic energy is measured in joules (J); forgetting to include the unit makes the answer incomplete.
Which unit correctly expresses work done in the SI system?,N (newtons),kg·m,J (joules),W (watts),C,"Work is measured in joules (J), not newtons or watts; watts measure power, not work."
A mass is given as 0.003 kg. What is this mass in grams (g)?,0.03 g,30 g,3 g,300 g,C,"To convert kilograms to grams, multiply by 1000: 0.003 kg × 1000 = 3 g."
Which of the following is the correct unit for pressure in the SI system?,Pa (pascals),W (watts),N (newtons),J (joules),A,"Pressure is measured in pascals (Pa), which equals N/m²."
"On a position vs. time graph, a straight line with a positive constant slope represents what type of motion?",Increasing acceleration,Constant positive velocity,Constant positive acceleration,Constant position,B,"On a position vs. time graph, the slope represents velocity. A straight line with positive constant slope means constant positive velocity."
"On a velocity vs. time graph, the slope of the line represents what quantity?",Velocity,Position,Displacement,Acceleration,D,"The slope of a velocity vs. time graph gives acceleration, not velocity or displacement."
What does the area under a velocity vs. time graph represent?,Velocity,Position,Displacement,Acceleration,C,"The area under a velocity vs. time graph gives displacement, while slope gives acceleration."
A flat horizontal line on a velocity vs. time graph means what?,Changing velocity,Constant acceleration,Constant velocity,Zero displacement,C,A flat line on a velocity vs. time graph indicates constant velocity because the value of velocity does not change with time.
"On a position vs. time graph, what does a curve getting steeper over time represent?",Constant acceleration,Increasing velocity,Decreasing displacement,Constant velocity,B,A steeper slope over time on a position vs. time graph means the object's velocity is increasing.
"On a velocity vs. time graph, a line with negative constant slope represents what?",Constant speed,Decreasing displacement,Constant negative acceleration,Constant negative velocity,C,A negative slope on a velocity vs. time graph means constant negative acceleration (deceleration).
"On an acceleration vs. time graph, a flat horizontal line above the time axis means what?",Constant positive velocity,Constant positive acceleration,Increasing acceleration,Zero acceleration,B,"A flat, positive line on an acceleration vs. time graph represents constant positive acceleration."
"On a position vs. time graph, a flat horizontal line represents what type of motion?",Constant positive acceleration,Constant positive velocity,Constant negative velocity,Zero velocity (object at rest),D,"A flat line on a position vs. time graph shows no change in position, meaning zero velocity (at rest)."
What does the area under an acceleration vs. time graph represent?,Change in acceleration,Change in velocity,Change in displacement,Change in position,B,The area under an acceleration vs. time graph gives the change in velocity.
"If the slope of a velocity vs. time graph is zero, what can we conclude?",Constant displacement,Constant velocity,Increasing velocity,Zero acceleration,B,Zero slope on a velocity vs. time graph means no change in velocity — constant velocity.
Solve for t from the equation v = v₀ + a·t.,t = v₀/a,t = v/a,t = (v - v₀)/a,t = v₀/v,C,"Starting from v = v₀ + a·t, subtract v₀ from both sides and divide by a: t = (v - v₀)/a."
Solve for v₀ from the equation x = v₀·t + ½·a·t².,v₀ = (x - a·t²)/t,v₀ = x/(½·a·t²),v₀ = (x - ½·a·t²)/t,v₀ = (x + ½·a·t²)/t,C,"Starting from x = v₀·t + ½·a·t², subtract ½·a·t² and divide by t to isolate v₀."
Solve for m from the equation F = m·a.,m = F - a,m = F/a,m = F/a²,m = F·a,B,"Starting from F = m·a, divide both sides by a to isolate m: m = F/a."
Solve for a from the equation v² = v₀² + 2·a·Δx.,a = (v² - v₀²)/(2·Δx),a = (v - v₀)/Δx,a = (v² + v₀²)/2Δx,a = (v² - v₀²)/(Δx),A,Subtract v₀² from both sides and divide by 2Δx: a = (v² - v₀²)/(2·Δx).
Solve for k from the equation Uₛ = ½·k·x².,k = ½·Uₛ/x,k = Uₛ/x²,k = 2·Uₛ/x,k = 2·Uₛ/x²,D,Multiply both sides by 2 and divide by x² to isolate k: k = 2·Uₛ/x².
Solve for F in the equation τ = r·F·sinθ.,F = τ/(r·sinθ),F = τ/r,F = τ·r·sinθ,F = τ/(r·cosθ),A,"Starting from τ = r·F·sinθ, divide both sides by (r·sinθ) to solve for F."
Solve for r from the equation F = G·(m₁·m₂)/r².,r = √(F/G·m₁·m₂),r = √(G·m₁·m₂/F),r = F/(G·m₁·m₂),r = (G·m₁·m₂)/F,B,"Multiply both sides by r², divide by F, then take the square root: r = √(G·m₁·m₂/F)."
Solve for v from the equation KE = ½·m·v².,v = √(2·KE/m),v = √(KE/2m),v = √(KE/m),v = KE/½m,A,"Multiply both sides by 2, divide by m, then take the square root: v = √(2·KE/m)."
Solve for h from the equation PE = m·g·h.,h = m·g/PE,h = PE/(m·g),h = PE/m,h = PE·g,B,Divide both sides by (m·g) to solve for h: h = PE/(m·g).
Solve for ω from the equation L = I·ω.,ω = L/I²,ω = L/I,ω = L·I,ω = I/L,B,Divide both sides by I to solve for ω: ω = L/I.
Solve for T from the equation T = 2π√(m/k).,T = 2π√(m/k),T = 2π(m/k),T = 2π·k/m,T = √(2π·m/k),A,T is already isolated. It is important to recognize that T = 2π√(m/k) without dropping the square root.
Solve for m from the equation T = 2π√(m/k).,m = (T²)/(2π·k),m = (T·k)/2π,m = (T²·k)/2π,m = (T²·k)/(4π²),D,"Square both sides, then solve for m: T² = (4π²m)/k, so m = (T²·k)/(4π²)."
Solve for a from the equation Δx = v₀·t + ½·a·t².,a = (Δx - v₀·t)/t²,a = (Δx)/(v₀·t²),a = (2(Δx - v₀·t))/t²,a = (2Δx - v₀·t)/t²,C,"Subtract v₀·t from both sides, multiply by 2, and divide by t² to isolate a."
Solve for Δx from the equation v² = v₀² + 2·a·Δx.,Δx = (v² - v₀²)/a,Δx = (v² - v₀²)/(2·a),Δx = (v - v₀)/(2a),Δx = (v² + v₀²)/2a,B,Subtract v₀² and divide by 2a to solve for Δx.
Solve for θ from the equation τ = r·F·sinθ.,θ = sin(τ/rF),θ = sin(τ)/(rF),θ = τ/(r·F),θ = sin⁻¹(τ/(r·F)),D,Divide by r·F and then take inverse sine: θ = sin⁻¹(τ/(r·F)).
Solve for v₀ from the equation v² = v₀² + 2·a·Δx.,v₀ = (v² - a·Δx)/2,v₀ = √(v² + 2·a·Δx),v₀ = v - 2·a·Δx,v₀ = √(v² - 2·a·Δx),D,"Subtract 2aΔx from v², then take the square root to solve for v₀."
Solve for g from the equation F_g = m·g.,g = F_g·m,g = F_g/m,g = F_g/m²,g = m/F_g,B,Divide both sides by m to solve for g: g = F_g/m.
Solve for Δx from the equation PE = m·g·Δx.,Δx = m/PE·g,Δx = PE/(m·g),Δx = PE/g,Δx = PE/m,B,Divide by m·g to isolate Δx: Δx = PE/(m·g).
Solve for k from the period equation T = 2π√(m/k).,k = (4π²·m)/T²,k = m/4π²T,k = (m·T²)/4π²,k = (4π·m)/T,A,"Square both sides, rearrange to isolate k: k = (4π²·m)/T²."
Solve for a from the equation F = m·a.,a = F/m,a = m/F,a = F·m,a = F/m²,A,Divide both sides by m to solve for a: a = F/m.
Solve for t from the equation x = x₀ + v₀·t + ½·a·t² (assuming a = 0).,t = v₀/(x - x₀),t = (x - x₀)/v₀,t = (x + x₀)/v₀,t = (x₀ - x)/v₀,B,"With a = 0, the equation simplifies to x = x₀ + v₀·t. Solve for t: t = (x - x₀)/v₀."
Solve for v from the equation p = m·v.,v = p·m,v = m/p,v = p²/m,v = p/m,D,Divide both sides by m to solve for v: v = p/m.
Solve for F in the equation W = F·d.,F = W/d²,F = W·d,F = d/W,F = W/d,D,Divide both sides by d to isolate F: F = W/d.
Solve for v₀ from the equation v = v₀ + a·t.,v₀ = v/a·t,v₀ = v - a·t,v₀ = a·t - v,v₀ = v + a·t,B,Subtract a·t from v to solve for v₀: v₀ = v - a·t.
Solve for θ from the projectile equation R = (v₀²·sin2θ)/g.,θ = sin⁻¹(R·g/v₀²),θ = ½·sin⁻¹(R·g/v₀²),θ = sin(R·g/v₀²),θ = (v₀²)/(R·g),B,"First multiply by g and divide by v₀², then apply inverse sine and divide by 2: θ = ½·sin⁻¹(R·g/v₀²)."
Solve for F in the equation P = F·v.,F = P·v,F = v/P,F = P/v,F = v²/P,C,Divide both sides by v to solve for F: F = P/v.
Solve for v from the equation KE = ½·m·v².,v = √(KE/m),v = (2·KE)/m,v = √(2·KE/m),v = KE/(½m),C,"Multiply by 2, divide by m, then take the square root: v = √(2·KE/m)."
Solve for t from the equation θ = ω₀·t + ½·α·t² (assuming α = 0).,t = θ²/ω₀,t = θ·ω₀,t = θ/ω₀,t = ω₀/θ,C,"With α = 0, θ = ω₀·t. Solve by dividing both sides by ω₀: t = θ/ω₀."
Solve for α from the equation τ = I·α.,α = τ/I²,α = τ·I,α = τ/I,α = I/τ,C,Divide both sides by I to isolate α: α = τ/I.
Solve for R from the equation T² = (4π²·r³)/(G·M).,r = (T²·G·M)/4π²,r = (T²·G·M)^(1/2),r = (4π²)/(T²·G·M),r = [(T²·G·M)/(4π²)]^(1/3),D,"Multiply by G·M, divide by 4π², then take the cube root: r = [(T²·G·M)/(4π²)]^(1/3)."
Solve for F in the equation p = F·Δt.,F = Δt/p,F = p/Δt,F = p²/Δt,F = p·Δt,B,Divide both sides by Δt to solve for F: F = p/Δt.
Solve for ω from the equation KEᵣₒₜ = ½·I·ω².,ω = √(2·KEᵣₒₜ/I),ω = KEᵣₒₜ/(2·I),ω = √(KEᵣₒₜ/I),ω = 2·KEᵣₒₜ/I,A,"Multiply by 2, divide by I, then take the square root: ω = √(2·KEᵣₒₜ/I)."
Solve for x from the equation Fₛ = k·x.,x = Fₛ·k,x = Fₛ/k²,x = k/Fₛ,x = Fₛ/k,D,Divide both sides by k to isolate x: x = Fₛ/k.
Solve for θ from the arc length formula s = r·θ.,θ = r/s,θ = s/r²,θ = s·r,θ = s/r,D,Divide both sides by r to isolate θ: θ = s/r.
Solve for G from the gravitational force formula F = G·(m₁·m₂)/r².,G = (r²)/(F·m₁·m₂),G = (F·r²)/(m₁·m₂),G = (m₁·m₂)/(F·r²),G = (F·m₁·m₂)/r²,B,"Multiply both sides by r², then divide by (m₁·m₂) to solve for G: G = (F·r²)/(m₁·m₂)."
Solve for v₀ from the projectile range formula R = (v₀²·sin2θ)/g.,v₀ = √(R·g/sin2θ),v₀ = √(R·sin2θ/g),v₀ = (sin2θ)/(R·g),v₀ = (R·g)/sin2θ,A,"Multiply by g, divide by sin2θ, then take the square root: v₀ = √(R·g/sin2θ)."
Solve for m from the equation KE = ½·m·v².,m = KE/v²,m = 2·KE/v²,m = KE/2v,m = v²/2·KE,B,"Multiply by 2, divide by v² to solve for m: m = 2·KE/v²."
Solve for P from the equation W = P·t.,P = W/t,P = t/W,P = W/t²,P = W·t,A,Divide both sides by t to isolate P: P = W/t.
Solve for F_b from the buoyant force formula F_b = ρ·V·g.,F_b = ρ/V·g,F_b = ρ·g/V,F_b = V·g/ρ,F_b = ρ·V·g,D,F_b is already correctly isolated; it's important not to incorrectly rearrange or drop variables.
Solve for T from the pendulum formula T = 2π√(L/g).,T = 2π·L/g,T = 2π√(L/g),T = √(2π·L/g),T = √(L/g²),B,"Recognize the original form: T = 2π√(L/g), maintaining the correct placement of the square root."
Solve for r from the equation F = G·(m₁·m₂)/r².,r = G·m₁·m₂/F,r = (F·G)/(m₁·m₂),r = √(G·m₁·m₂/F),r = √(F/G·m₁·m₂),C,"Multiply both sides by r², divide by F, then take the square root: r = √(G·m₁·m₂/F)."
