Question,Correct Answer,Choice A,Correct? A,Code A,Choice B,Correct? B,Code B,Choice C,Correct? C,Code C,Choice D,Correct? D,Code D,Explanation
An object moves with initial velocity vᵢ and constant acceleration a. What is its displacement after time t?,C,x = vᵢ · a · t,False,PH14,x = vᵢ / a · t,False,PH14,x = vᵢ·t + ½·a·t²,True,,x = a / t²,False,PH14,Standard kinematic equation: x = xᵢ + vᵢ·t + ½·a·t²
An object travels 100 m in 5 s starting from rest with constant acceleration. What is its final velocity?,A,v = √(2·a·x) = √(2·100 / 5) = 20 m/s,True,,v = x / t,False,PH8,v = x / a,False,PH14,v = 5 · 100,False,PH14,v² = vᵢ² + 2a·x— vᵢ = 0 → v = √(2a·x); use a = 2x / t² = 8
If a car slows from 30 m/s to 10 m/s in 4 s— what is its acceleration?,B,a = (vᵢ − v)/t = 5 m/s²,False,PH10,a = (v − vᵢ)/t = (10 − 30)/4 = −5 m/s²,True,,a = v / t,False,PH14,a = t / v,False,PH14,Use a = ∆v / t = (v − vᵢ)/t for correct sign and magnitude.
An object starts at rest and accelerates for t seconds. What is its final velocity?,C,v = x / t,False,PH14,v = t² / x,False,PH14,v = a · t,True,,v = x · a,False,PH14,vᵢ = 0 → v = vᵢ + a·t = a·t
Which expression solves for acceleration a from displacement— time— and initial velocity?,A,a = [x − vᵢ·t] / (½·t²),True,,a = vᵢ / x,False,PH14,a = x / t,False,PH14,a = t² / x,False,PH14,From x = vᵢ·t + ½·a·t² → solve for a.
An object moves with constant acceleration. How does its velocity change over time?,D,It remains zero.,False,PH12,It doubles every second.,False,PH12,It decreases and reverses.,False,PH10,It increases linearly with time.,True,,For constant a → v = vᵢ + a·t → linear in t
Which variable causes the largest change in displacement for fixed acceleration?,B,Initial velocity.,False,PH14,Time.,True,,Final velocity.,False,PH14,Mass.,False,PH14,x = vᵢ·t + ½·a·t² → t affects both terms and enters quadratically.
If an object travels with constant velocity— which equation is valid?,A,x = v · t,True,,x = ½·a·t²,False,PH12,v = a / t,False,PH14,a = v / x,False,PH14,When a = 0 → x = v·t applies.
An object starts from rest and travels 36 m in 3 s. What is its acceleration?,C,6 m/s²,False,PH14,4 m/s²,False,PH14,8 m/s²,True,,2 m/s²,False,PH14,x = ½·a·t² → a = 2x / t² = 2·36 / 9 = 8
A car accelerates at 2 m/s² for 5 seconds from initial velocity of 10 m/s. What is final velocity?,D,10 m/s,False,PH14,15 m/s,False,PH14,20 m/s,False,PH14,v = vᵢ + a·t = 10 + 2·5 = 20 m/s,True,,Standard v = vᵢ + a·t with vᵢ = 10— a = 2— t = 5
Which graph has slope equal to velocity?,C,Acceleration vs. time.,False,PH15,Velocity vs. time.,False,PH16,Position vs. time.,True,,Speed vs. time.,False,PH14,Slope of x vs. t gives velocity: v = ∆x / ∆t.
What does the area under a velocity-time graph represent?,D,Acceleration.,False,PH18,Slope of the graph.,False,PH15,Maximum speed.,False,PH14,Displacement.,True,,Area under v–t graph gives total displacement.
A velocity-time graph is a straight line sloping downward. What does this mean?,A,The object has constant negative acceleration.,True,,The object is stopped.,False,PH17,The object is speeding up.,False,PH19,The object is changing direction.,False,PH16,Slope of v–t = acceleration. Straight downward slope = constant a < 0.
An object’s x–t graph is curved upward. What’s true?,C,Velocity is constant.,False,PH17,Slope is zero.,False,PH16,Acceleration is positive.,True,,Velocity is decreasing.,False,PH19,Curved x–t graph = changing slope → a ≠ 0. If curve steepens— a > 0.
An object moves with velocity that increases by 2 m/s every second. Which graph matches this?,B,A flat x–t graph.,False,PH15,A curved x–t graph that gets steeper.,True,,A flat v–t graph.,False,PH19,A v–t graph that curves downward.,False,PH20,If velocity increases steadily— position graph curves upward more steeply over time.
An object has acceleration a = −2 m/s². What is the shape of its velocity-time graph?,A,A straight line with negative slope.,True,,A flat line above t-axis.,False,PH19,A parabola.,False,PH18,A curve that flattens.,False,PH16,Constant a = straight line in v–t. Slope = −2.
Which graph quantity gives instantaneous velocity on an x–t graph?,C,Area under the curve.,False,PH18,Slope of the v–t graph.,False,PH15,Slope of the tangent line to x–t.,True,,Y-intercept of the graph.,False,PH20,Instantaneous velocity = slope of tangent to position graph.
An object speeds up in the negative direction. Which is true?,D,Velocity is positive and acceleration is negative.,False,PH20,Both v and a are positive.,False,PH19,v > 0 and a < 0.,False,PH20,v < 0 and a < 0.,True,,Speeding up = v and a same sign. Negative direction → both negative.
A student claims a flat v–t graph means object is stopped. What’s wrong?,B,The student is correct — flat means v = 0.,False,PH17,Velocity is constant ≠ 0— so object moves steadily.,True,,Flat v–t means slowing down.,False,PH16,Only a = 0 matters.,False,PH17,Flat v–t means constant v — could be nonzero.
A v–t graph shows velocity reaching zero and becoming negative. What’s happening?,C,The object is slowing and then stopping.,False,PH17,Object is at rest and then moving again.,False,PH19,Object is reversing direction.,True,,Object is in equilibrium.,False,PH20,v crosses zero → change in direction. a ≠ 0 implies continuous motion.
A person walks at 2 m/s relative to a train moving 10 m/s east. What’s the speed relative to ground?,D,2 m/s,False,PH22,10 m/s,False,PH23,12 m/s,False,PH24,12 m/s east,True,,Relative velocity: v₍ground₎ = v₍train₎ + v₍walker rel train₎ = 10 + 2 = 12 m/s east.
Two observers measure different velocities for the same object. Why?,B,They used different masses.,False,PH27,They are in different reference frames.,True,,One observer is accelerating.,False,PH25,The object’s motion is irregular.,False,PH22,Velocity is frame-dependent. Inertial observers may disagree on velocity.
What’s true in all inertial frames?,C,Velocity is identical.,False,PH23,Time is the same.,False,PH26,Acceleration is the same.,True,,Forces act differently.,False,PH25,Acceleration is invariant across inertial frames — a = F/m holds universally.
A ball is thrown in a moving train. It lands where it was thrown. Why?,A,It keeps horizontal velocity with the train.,True,,Gravity inside the train is weaker.,False,PH24,The floor moved to catch it.,False,PH26,The ball stopped in the air.,False,PH25,The ball shares the train’s velocity. It appears to fall straight down inside.
What is an inertial reference frame?,C,A frame where objects don’t move.,False,PH23,Any frame fixed to the Earth.,False,PH25,A frame not accelerating.,True,,A rotating frame.,False,PH23,Inertial frames have no acceleration → Newton’s laws apply cleanly.
Why can't you feel uniform motion?,B,Because the body blocks air motion.,False,PH26,Because all parts of your body move at the same speed.,True,,Because vision cancels motion.,False,PH22,Because friction with the seat is strong.,False,PH27,No relative motion between your body and the environment = no sensation.
A car moves at 30 m/s and another passes it at 35 m/s. What is the passing car's speed relative to the first?,A,5 m/s,True,,65 m/s,False,PH22,−5 m/s,False,PH23,0 m/s,False,PH24,Relative velocity: v₍rel₎ = 35 − 30 = 5 m/s.
Which condition violates inertial frame assumptions?,D,Moving at constant speed.,False,PH23,Observing from a satellite.,False,PH24,Being on a train moving in a straight line.,False,PH23,Observing from a turning carousel.,True,PH25,Non-inertial frames (like rotating systems) involve fictitious forces.
An object appears stationary in your frame. What’s true?,B,Its velocity is zero in all frames.,False,PH23,Its velocity is zero relative to your frame.,True,,It has no mass.,False,PH27,It’s moving in reverse.,False,PH23,Motion is relative. It could be moving in another frame.
Which is a correct reference frame statement?,C,Objects are always at rest in their own frame.,False,PH26,Frames affect object’s mass.,False,PH27,Motion is relative to the chosen frame.,True,,All observers agree on speed.,False,PH22,Reference frame determines all motion measurements.
A projectile is launched at speed v at angle θ. What is its initial vertical velocity component?,B,v · cos(θ),False,PH29,v · sin(θ),True,,v / sin(θ),False,PH33,v / cos(θ),False,PH33,vᵧ = v · sin(θ) is the correct decomposition for vertical motion.
An object is projected with v = 20 m/s at θ = 30°. What is total time of flight?,D,t = 20 / 9.8,False,PH35,t = 20 · sin(30°),False,PH33,t = 2 · 20 · cos(30°) / 9.8,False,PH33,t = 2 · v · sin(θ) / g,True,,Time of flight = 2 · vᵧ / g = 2 · v · sin(θ) / g.
A projectile reaches a max height H after time t. What is H in terms of a and t?,C,H = a / t,False,PH34,H = 2a · t,False,PH34,H = ½ · a · t²,True,,H = 2t / a,False,PH34,H = ½ · a · t² from kinematics. Use a = −g upward motion.
Given vₓ = 15 m/s— vᵧ = 20 m/s at launch— what is the projectile’s speed at launch?,A,v = √(vₓ² + vᵧ²),True,,v = vₓ + vᵧ,False,PH33,v = (vₓ + vᵧ) / 2,False,PH33,v = √(vₓ · vᵧ),False,PH33,Resultant speed from orthogonal components: Pythagorean theorem.
Which vector expression gives horizontal range R of a projectile (flat ground)?,C,R = v · cos(θ) / g,False,PH35,R = v² / (2 · g),False,PH33,R = v² · sin(2θ) / g,True,,R = v · sin(θ) · t,False,PH35,The horizontal range is R = v² · sin(2θ) / g when launched and landed at same height.
A projectile travels 60 m horizontally while falling 45 m vertically. What is total displacement?,D,105 m,False,PH34,60 m,False,PH34,45 m,False,PH33,√(60² + 45²),True,,Displacement = vector sum of components: √(x² + y²)
An object has velocity v at 45°. What is angle between v and vₓ component?,B,90°,False,PH29,45°,True,,0°,False,PH29,Cannot be determined,False,PH33,At 45°— horizontal and vertical components are equal. The angle from v to vₓ is θ.
An object launched horizontally from 20 m high lands 40 m away. What was its horizontal speed?,A,vₓ = 40 / √(2h / g),True,,vₓ = √(40² + 20²),False,PH33,vₓ = √(2gh),False,PH35,vₓ = 20 · g,False,PH35,Time to fall t = √(2h / g)— so vₓ = x / t = x / √(2h / g)
Why is vertical and horizontal motion independent in projectile motion?,C,Because gravity pulls in both directions.,False,PH30,Because velocity is constant.,False,PH35,Because forces act only vertically after launch.,True,,Because mass determines both.,False,PH30,Horizontal motion has no net force. Only gravity acts vertically.
What does symmetry in projectile motion mean?,B,The object lands at its max speed.,False,PH32,Time to rise equals time to fall.,True,,Horizontal speed increases then decreases.,False,PH34,Final vertical velocity is always zero.,False,PH31,Projectile motion is symmetric in vertical direction: ascent and descent match in time and speed.
A two-mass system has m₁ = 2 kg at x₁ = 0 m and m₂ = 6 kg at x₂ = 4 m. What is the system’s center of mass?,C,2 m,False,PH38,1 m,False,PH39,3 m,True,,0 m,False,PH36,x₍cₘ₎ = (∑mᵢ·xᵢ) ⁄ (∑mᵢ) = (2·0 + 6·4)/(2+6) = 24/8 = 3 m.
A rocket in space explodes into two equal-mass fragments. What happens to the center of mass motion?,D,It accelerates in both directions.,False,PH40,It jumps toward the larger fragment.,False,PH38,It moves with the faster fragment.,False,PH37,It continues with the original velocity.,True,,In the absence of external force— center of mass continues unchanged.
Which best explains why a system’s COM can lie outside its physical body?,A,COM depends on mass distribution— not object shape.,True,,It only happens if the object is accelerating.,False,PH38,COM exists only for moving systems.,False,PH36,It happens when mass is unequal.,False,PH39,COM is a calculated location based on mᵢ·xᵢ — it doesn’t have to be inside.
Which object would have a COM closest to its edge?,B,A uniform disk.,False,PH41,A hammer with a heavy head.,True,,A cube of equal density.,False,PH41,A thin square sheet.,False,PH41,The COM shifts toward the concentrated mass — the heavy end of the hammer.
Why is COM useful in analyzing collisions?,C,It tells where friction acts.,False,PH42,It tracks rotational energy.,False,PH41,Its motion is predictable if external force is known.,True,,It determines pressure applied.,False,PH39,COM responds to net external force — it follows F = ma.
A system of two blocks accelerates to the right. What must be true?,A,There is a net external force to the right.,True,,Internal friction caused the motion.,False,PH40,One block must be more massive.,False,PH41,The system is not accelerating.,False,PH36,Only external forces change COM acceleration.
Which action would NOT change a system’s center of mass?,D,Removing one mass.,False,PH36,Shifting internal mass positions.,False,PH41,Adding a new external object.,False,PH36,Rotating the system in place.,True,,COM is about position— not orientation.
Two masses on a frictionless surface push off each other. What happens?,C,Both accelerate in same direction.,False,PH42,Larger mass moves faster.,False,PH37,Both move in opposite directions— COM stays constant.,True,,System gains momentum.,False,PH40,No external force → momentum conserved— COM stays still.
A student draws all forces inside a system on an FBD. What is wrong?,B,Internal forces should point outward.,False,PH42,Internal forces should not be shown on a system FBD.,True,,All forces should cancel.,False,PH40,Mass should be split.,False,PH39,Only external forces affect system motion. Internal forces cancel.
What defines the COM for a continuous object?,A,It is the average position of the distributed mass.,True,,It is the heaviest part.,False,PH41,It must lie within the material.,False,PH38,It depends on rotation.,False,PH39,COM = ∑mᵢxᵢ/∑mᵢ — applies to continuous as well as discrete systems.
Which of the following forces would appear on a free-body diagram for a box sitting on a table?,A,The weight of the box and the normal force from the table.,True,,The force the box exerts on the table.,False,PH45,Internal stress inside the box.,False,PH43,The gravitational pull the box exerts on the Earth.,False,PH45,FBD shows forces acting ON the object — not forces the object exerts.
What does a free-body diagram (FBD) represent?,C,The internal structure of a system.,False,PH43,The motion of the object over time.,False,PH44,All external forces acting on a single object.,True,,The forces the object applies to others.,False,PH45,FBDs isolate one object and show only the forces acting ON it.
Which is NOT a contact force?,B,Normal force.,False,PH46,Gravitational force.,True,PH46,Frictional force.,False,PH46,Tension in a rope.,False,PH46,Gravitational force acts at a distance — it’s non-contact.
Why do we not show components on FBDs?,D,Because components act in opposite directions.,False,PH49,Because components don’t affect acceleration.,False,PH49,Because angles remove the need for them.,False,PH49,Because we show full forces— not their trigonometric parts.,True,,Components are used for calculation — not for initial FBD sketching.
An object is pulled to the right with tension. Which force must oppose this to maintain equilibrium?,A,Friction to the left.,True,,Normal force upward.,False,PH47,Weight downward.,False,PH47,The same tension again.,False,PH45,To balance forces in x-direction— there must be an opposing force: friction.
A FBD shows a 5 N upward normal force and a 5 N downward gravitational force. What is the object’s vertical acceleration?,B,5 m/s²,False,PH44,0 m/s²,True,,9.8 m/s²,False,PH44,−9.8 m/s²,False,PH47,Equal and opposite forces → ∑F = 0 → a = 0.
Which force is often omitted incorrectly from sliding FBDs?,D,Weight.,False,PH47,Tension.,False,PH47,Normal force.,False,PH47,Friction.,True,PH47,Friction is common but frequently forgotten in horizontal motion problems.
What causes normal force to change?,C,Surface type only.,False,PH43,The object's shape.,False,PH47,The vertical component of other forces.,True,,The object's horizontal motion.,False,PH47,Normal force balances vertical forces— not just weight.
Why is it wrong to draw weight as upward?,A,Because weight always acts downward toward Earth.,True,,Because forces can’t point upward.,False,PH47,Because weight changes based on velocity.,False,PH43,Because mass can’t lift itself.,False,PH44,Weight is mg— always directed down in near-Earth problems.
Which force is drawn incorrectly in this FBD: box on ramp?,B,Weight straight down.,False,PH47,Normal force tilted up and to the left.,True,PH47,Friction up the incline.,False,PH47,Component of gravity down ramp.,False,PH47,Normal force is always perpendicular to surface — not angled into the ramp.
Two skaters push off each other. What happens?,A,They move in opposite directions with equal forces.,True,,The heavier skater pushes harder.,False,PH50,Only one skater accelerates.,False,PH54,The lighter skater moves backward.,False,PH50,Newton’s third law: equal and opposite forces regardless of mass.
A truck collides with a small car. Which force is greater?,C,Truck on car.,False,PH50,Car on truck.,False,PH50,They are equal in magnitude.,True,,Whichever has more speed.,False,PH54,Interaction forces are equal and opposite.
Why does a smaller mass accelerate more in a collision?,B,It feels more force.,False,PH50,It has the same force but less mass (a = F/m).,True,,It pushes harder.,False,PH54,Newton’s third law doesn’t apply here.,False,PH51,Equal force + smaller mass → larger acceleration.
Which of the following is a correct action–reaction pair?,D,Weight and normal force.,False,PH55,Friction and tension.,False,PH55,Normal force and acceleration.,False,PH55,Earth pulls down on object— object pulls up on Earth.,True,,Both gravitational — equal and opposite forces on different objects.
Why can’t third-law forces cancel out?,A,Because they act on different objects.,True,,Because they are imaginary.,False,PH52,Because their direction varies.,False,PH50,Because the object is at rest.,False,PH55,Action-reaction pairs act on separate objects — they never cancel directly.
A student says a wall doesn’t push back when you push it. What’s wrong?,C,Walls only apply friction.,False,PH50,Normal force is the only upward force.,False,PH52,The wall applies equal force back.,True,,Force depends on strength.,False,PH54,Walls push back with equal force — you just can’t feel motion if you don’t accelerate.
A rocket fires its engines downward. Why does it rise?,D,Because its mass decreases.,False,PH54,Because friction pulls it up.,False,PH55,Because air lifts it.,False,PH51,Because the exhaust pushes down and the rocket reacts upward.,True,,Rocket and exhaust are action-reaction pair.
A block on a table exerts force on the table. Where is this shown?,A,It is the reaction force to the normal force.,True,,It cancels gravity.,False,PH55,It is not measurable.,False,PH51,It reverses direction.,False,PH50,Block pushes on table just as table pushes up on block — third-law pair.
Which forces cancel on a single object in equilibrium?,C,Normal and weight — third-law pair.,False,PH55,Tension and gravity — third-law pair.,False,PH55,Forces acting on the object from different sources.,True,,Action-reaction forces cancel each other.,False,PH52,Only forces acting on same object can cancel.
A person jumps. What is the reaction to pushing down on the ground?,B,Their acceleration.,False,PH51,Ground pushing up with equal force.,True,,Gravity pulling down.,False,PH55,Their weight.,False,PH55,Push down → ground pushes back up — third-law reaction.
A book slides at constant speed on a horizontal surface. What must be true?,B,It is accelerating.,False,PH59,The net force is zero.,True,,There is no friction.,False,PH60,The book has no weight.,False,PH57,Constant velocity → ∑F = 0 → a = 0. Forces are balanced.
What does Newton’s first law say about moving objects?,C,They always slow down.,False,PH63,They lose energy and stop.,False,PH60,They maintain motion unless acted on by a net force.,True,,They must be acted on continuously.,False,PH58,Inertia keeps motion constant in the absence of net force.
An object is at rest on a table. Which statement is true?,A,It experiences balanced vertical forces.,True,,It has zero weight.,False,PH57,It is accelerating upward.,False,PH59,It has no normal force.,False,PH59,Weight = normal force → net force = 0 → no acceleration.
A person pushes a box— but it doesn’t move. What force resists motion?,D,Gravity.,False,PH60,Normal force.,False,PH57,Weight.,False,PH60,Static friction.,True,,Static friction adjusts to prevent sliding if no net force acts.
An object has no net force acting on it. What is its acceleration?,C,9.8 m/s²,False,PH60,1 m/s²,False,PH59,0 m/s²,True,,It depends on mass.,False,PH57,Newton’s second law: ∑F = m·a → if ∑F = 0— then a = 0.
Why do objects in space continue to move without slowing?,A,There is no net external force acting.,True,,They are weightless.,False,PH59,Inertia doesn't apply.,False,PH63,Gravity pulls them faster.,False,PH60,In deep space— no net force → constant velocity.
Which is NOT an equilibrium situation?,D,Object moving at constant speed.,False,PH60,Object at rest.,False,PH59,Object floating steadily in water.,False,PH62,Object speeding up.,True,PH58,Speeding up → a ≠ 0 → ∑F ≠ 0 → not equilibrium.
A ball falls freely under gravity. What is its net force?,C,Zero.,False,PH57,Equal to normal force.,False,PH59,Equal to its weight.,True,,Negative.,False,PH62,Only gravity acts → net force = mg downward.
Why do students incorrectly assume friction always stops motion?,B,Because friction increases energy.,False,PH58,Because they confuse friction with net force.,True,,Because acceleration is always positive.,False,PH59,Because mass prevents equilibrium.,False,PH62,Friction resists motion— but motion can continue if balanced.
A block is in equilibrium. Which is necessarily true?,A,The net force on the block is zero.,True,,It must be stationary.,False,PH59,Its speed is increasing.,False,PH58,It is weightless.,False,PH57,Equilibrium = constant v or rest → ∑F = 0 always.
"A force F acts on an object of mass m, initially at rest. After time t, its velocity is v. Which expression must be true?",C,F = m / t,False,PH67,v = F / m,False,PH64,v = F·t / m,True,,v = m·F / t,False,PH70,"Start from F = m·a, and use a = ∆v / t → F = m·(v / t) → v = (F·t) / m."
Two carts of masses m and 2m are pushed with the same net force F. What is the ratio a₁ : a₂ of their accelerations?,A,2 : 1,True,,1 : 2,False,PH66,1 : 1,False,PH66,Dependent on velocity,False,PH67,"From F = m·a → a = F / m, so a₁ = F / m and a₂ = F / 2m → a₁ : a₂ = 2 : 1."
A moving object has a net force of zero. It continues at velocity v. Which equation is valid?,D,F = m·v,False,PH67,F = m·a and a = v,False,PH64,a = F / v,False,PH70,F = 0 → a = 0 → v = constant,True,,Newton’s First Law: Fₙₑₜ = 0 → a = 0 → object continues at constant velocity.
An object moves in a straight line and slows to a stop. Which must be true about its acceleration?,B,Acceleration is zero because the object stops.,False,PH65,Acceleration is opposite to its velocity.,True,,Acceleration increases as velocity decreases.,False,PH68,The net force must be zero while it moves.,False,PH64,"If velocity is decreasing, acceleration is in the opposite direction → net force is nonzero."
"An object of mass m is acted on by three forces: F₁ = 2N right, F₂ = 3N left, F₃ = 5N right. What is its acceleration?",C,a = (2 + 3 + 5) / m,False,PH70,a = 0 (forces cancel),False,PH64,a = (2 - 3 + 5) / m,True,,a = (5 - 3 - 2) / m,False,PH70,Fₙₑₜ = 2 - 3 + 5 = 4N → Fₙₑₜ = m·a → a = 4 / m.
An object pushed by a net force F experiences acceleration a. What happens to a if the mass is doubled?,A,a becomes half as large,True,,a stays the same,False,PH66,a doubles,False,PH66,a becomes zero,False,PH65,From F = m·a → a = F / m. Doubling m cuts a in half.
An object travels left while a rightward force is applied. What is the object’s acceleration?,D,"Zero, because motion and force are opposite.",False,PH69,"Leftward, because that’s the motion direction.",False,PH69,"None, because velocity opposes net force.",False,PH64,"Rightward, because net force determines acceleration.",True,,"Acceleration follows the direction of net force, not velocity → F = m·a."
An object of mass m in free fall has what net force acting on it?,C,F = m / g,False,PH73,F = 0,False,PH72,F = m · g,True,,F = g / m,False,PH73,In free fall— the only force is gravity: F = m · g.
A 70 kg person stands in an elevator accelerating upward at 2 m/s². What is the normal force?,B,N = m · g,False,PH76,N = m · (g + a),True,,N = m / a,False,PH73,N = m · a,False,PH76,N = m · (g + a) = 70 × (9.8 + 2) = 826 N
A person feels weightless when the elevator accelerates downward. Why?,D,Gravity is reduced.,False,PH72,Mass becomes zero.,False,PH73,Normal force increases.,False,PH76,Normal force becomes zero due to downward acceleration.,True,,Apparent weight is normal force. In free fall— N = 0.
What is the apparent weight of a person accelerating downward at a = g?,C,W = m · g,False,PH76,W = 2 · m · g,False,PH76,W = 0,True,,W = m / g,False,PH73,Apparent weight = normal force = 0 when a = g downward.
A person stands on a scale in an elevator accelerating downward at a. What is the reading?,A,N = m · (g − a),True,,N = m · (g + a),False,PH76,N = m / a,False,PH76,N = a / m,False,PH73,Apparent weight = normal force = m · (g − a)
An astronaut in orbit appears weightless because—,B,Gravity is zero in space.,False,PH72,They are in free fall with the spacecraft.,True,,Mass cancels weight.,False,PH73,The spacecraft blocks gravitational force.,False,PH72,Weightlessness in orbit = continuous free fall around Earth.
What is the correct expression for gravitational force near Earth’s surface?,C,F = m / g,False,PH73,F = g / m,False,PH73,F = m · g,True,,F = m² · g,False,PH73,Gravitational force: F = m · g — basic definition of weight.
An object is suspended from a spring scale in a falling elevator. What does the scale read?,A,Zero — it is in free fall.,True,,The object’s weight.,False,PH76,More than mg.,False,PH76,Depends on tension.,False,PH76,In free fall— N = 0 — scale reads zero.
If gravitational field strength on Mars is gₘ = 3.7 m/s²— what is weight of 60 kg astronaut?,D,220 N,False,PH73,588 N,False,PH73,0 N,False,PH72,W = m · gₘ = 60 × 3.7 = 222 N,True,,Weight = m · g — field strength depends on planet.
How does weight differ from mass?,B,Weight is constant; mass varies.,False,PH73,Mass is constant; weight depends on gravity.,True,,Weight is measured in kg.,False,PH73,Mass depends on apparent weight.,False,PH74,Mass is intrinsic; weight is a force = m · g.
A 10 kg block rests on a surface with μₛ = 0.4. What is the maximum static friction force?,D,4 N,False,PH79,40 kg,False,PH78,0.4 N,False,PH80,fₛ₍max₎ = μₛ · N = 0.4 · 10 · 9.8 = 39.2 N,True,,Static friction max: fₛ₍max₎ = μₛ·N = μₛ·m·g
A box is pulled with 50 N— friction resists with 20 N. What is net force?,B,70 N,False,PH82,30 N,True,,0 N,False,PH79,Depends on surface area.,False,PH80,Net force = F_applied − f_friction = 50 − 20 = 30 N.
Kinetic friction acts—,C,Only when acceleration is negative.,False,PH83,Before motion begins.,False,PH78,During sliding— opposite direction of velocity.,True,,Only when normal force is zero.,False,PH83,Kinetic friction opposes relative motion while sliding.
Static friction equals what when object is just about to move?,A,fₛ = μₛ·N,True,,fₛ = μₖ·N,False,PH79,fₛ = 0,False,PH78,fₛ = m·g,False,PH80,At threshold of motion: fₛ₍max₎ = μₛ·N
What causes higher friction: heavier mass or larger surface area?,B,Larger area.,False,PH80,Greater normal force due to heavier mass.,True,,Shape of the object.,False,PH84,Higher acceleration.,False,PH79,Friction f = μ·N → more mass → more N → more f
A block is pulled at angle θ above horizontal. What effect does θ have on normal force?,C,It increases normal force.,False,PH83,It has no effect.,False,PH83,It reduces normal force: N = mg − F·sin(θ),True,,It increases friction always.,False,PH83,Vertical component of applied force reduces N → lowers friction.
An object slides at constant velocity. What can be said about kinetic friction?,D,It equals zero.,False,PH79,It exceeds applied force.,False,PH82,It causes acceleration.,False,PH78,It equals applied force in magnitude.,True,,Constant velocity → net force = 0 → fₖ = F_applied
Which expression gives acceleration of block pulled with force F against kinetic friction μₖ·m·g?,B,a = μₖ·g,False,PH79,a = (F − μₖ·m·g) / m,True,,a = F / μₖ·g,False,PH80,a = F · m / g,False,PH64,Net force = F − fₖ = F − μₖ·m·g → a = (F − μₖ·m·g)/m
If pulling angle increases— what happens to friction force?,C,It increases.,False,PH83,It remains constant.,False,PH83,It decreases as vertical force component reduces N.,True,,It depends on surface area.,False,PH80,Larger θ → more vertical lift → less normal force → less friction
An object sits on ramp angle θ. What is the static friction condition?,A,fₛ = m·g·sin(θ) when balanced,True,,fₛ = μₛ·m·g·cos(θ),False,PH83,fₛ = μₖ·m·g·cos(θ),False,PH79,fₛ = m / g,False,PH80,Static friction balances downslope component: fₛ = m·g·sin(θ)
A spring with spring constant k is stretched by distance x. What is the spring force?,A,F = −k · x,True,,F = x / k,False,PH86,F = k · x²,False,PH91,F = m · g,False,PH90,Hooke’s Law: restoring force F = −k·x
