Question,Choice A,Choice B,Choice C,Choice D,Correct Answer,Explanation
"A block attached to a horizontal spring undergoes simple harmonic motion. At maximum displacement, the spring force has magnitude Fₐ, and at equilibrium, it has magnitude F₍ₑq₎. Which statement correctly compares Fₐ and F₍ₑq₎ and provides a valid justification?",Fₐ = F₍ₑq₎ because the force is zero at both maximum displacement and equilibrium.,Fₐ = F₍ₑq₎ because the force is constant throughout the motion.,Fₐ > F₍ₑq₎ because the speed is maximum at maximum displacement.,Fₐ > F₍ₑq₎ because the force is zero at equilibrium and maximum at maximum displacement.,D,"In simple harmonic motion, the spring force is zero at equilibrium and maximum at maximum displacement, so Fₐ > F₍ₑq₎."
Which of the following types of motion could be described as simple harmonic motion?,"An ice cube sliding down one side of a curved bowl, past the bottom and back up the other side",A ball rolling down a ramp and back up another ramp where the angle of both ramps with the vertical is the same,A cart sliding back and forth on a surface while attached to a spring,A dropped ball that collides elastically with the floor and returns to its initial height,C,A cart attached to a spring undergoes simple harmonic motion because the restoring force is proportional to displacement and directed toward equilibrium.
"When a mass m is suspended from a spring, it stretches the spring by x to reach a new equilibrium. If the spring constant is k and the acceleration due to gravity is g, which equation best describes the initial stretch of the spring?",kx = mg,kx² = mg,k = mgx,kx = mg²,A,"At equilibrium, the spring force kx balances the weight mg, so the correct relationship is kx = mg."
An object of mass m is attached to a horizontal spring and undergoes simple harmonic motion with frequency f. Which of the following expressions equals the spring constant of the spring?,4π²mf²,4π²m ÷ f²,2π√mf,2π√m ÷ f,A,"The frequency of simple harmonic motion is f = (1/2π)√(k/m), solving for k gives k = 4π²mf²."
A cart of mass m is attached to a spring with spring constant k and oscillates with period T. A student claims that quadrupling both mass and spring constant will cause the period to become 2T. Is the claim correct? Why or why not?,"Yes, because the period is proportional to the square root of the mass.","Yes, because the period is proportional to the square root of the ratio M/K.","No, because quadrupling the mass and the spring constant will cause the period to quadruple.","No, because the ratio M/K will not change if both quantities are quadrupled.",D,"The period depends on √(M/K); if both mass and spring constant are quadrupled, M/K remains the same, so the period remains T, not 2T."
"A sled of mass m is attached to a spring with spring constant k and oscillates horizontally with negligible friction. A block of mass 2m is added, and the system is displaced x₀ and released. Which expression equals the time for the system to travel a distance 8x₀?",4π√(m/k),16π√(m/k),4π√(3m/k),16π√(3m/k),D,"The period is T = 2π√(M/k) with M = 3m. To travel 8x₀, accounting for displacement and oscillations, the correct time is 16π√(3m/k)."
Two systems oscillate: a simple pendulum and a block on a spring. The block-spring system takes twice as long as the pendulum for one oscillation. Which change could make the two systems oscillate with the same period?,Increasing the mass of the pendulum bob,Increasing the angle through which the pendulum swings by a small amount,Decreasing the mass of both the block and the pendulum bob,Shortening the pendulum,D,"The pendulum period depends on √L; shortening the pendulum decreases its period, allowing it to match the longer spring-block period."
"An object of mass M hangs from a string and oscillates with frequency f₀. If the string’s length is cut in half, what is the new frequency in terms of f₀?",½f₀,(1/√2)f₀,√2f₀,2f₀,C,"The frequency of a pendulum is proportional to 1/√L; halving the length increases the frequency by √2, so the new frequency is √2f₀."
A spring with constant 100 N/m is stretched 0.03 m by a 1 kg disc moving in uniform circular motion on a frictionless table. What is the centripetal force on the disc?,0.3 N,3 N,10 N,300 N,B,The spring force provides the centripetal force: F = k·Δx = 100 N/m · 0.03 m = 3 N.
"An object swings as a pendulum and another oscillates on a vertical spring, each with period T. If the masses of both are doubled, what are the new periods?","Pendulum: T/√2, Spring: T√2","Pendulum: T, Spring: T√2","Pendulum: T√2, Spring: T","Pendulum: T√2, Spring: T/√2",B,"The pendulum period depends only on length, so stays T; the spring period depends on √m, so doubling mass multiplies the period by √2."
"A simple pendulum and a spring mass both have a period of 1 s on Earth. They are moved to Planet X, with twice Earth's mass and same diameter. How do their periods change?",Both are shorter.,Both are the same.,The period of the mass on the spring is shorter; that of the pendulum is the same.,The period of the pendulum is shorter; that of the mass on the spring is the same.,D,"The pendulum period depends on √(1/g), so it decreases with stronger gravity; the spring period depends on mass and spring constant, unaffected by gravity."
"A pendulum has a period of 1 s on Earth (gravity = g). On another planet, its period becomes 2 s. What is the acceleration due to gravity on the other planet?",g/4,g/2,2g,4g,A,"Since T ∝ 1/√g, and period doubles, g must decrease by a factor of 4, making the new gravity g/4."
A block of mass m is attached to a horizontal spring with spring constant k and undergoes simple harmonic motion with amplitude A along the x-axis. Which of the following equations could represent the position x of the object as a function of time?,x = A·cos(√(k/m)·t),x = A·cos((1/2π)·√(k/m)·t),x = A·cos(2π·√(m/k)·t),x = A·cos(4π²·√(m/k)·t),A,
"A block of mass m is attached to a horizontal spring. The block is displaced a distance d₁ from the equilibrium position and released from rest, undergoing simple harmonic motion with period T₁. The block is then stopped, displaced a distance d₂ = 4·d₁ from the equilibrium position, and released again, undergoing simple harmonic motion with period T₂. The ratio T₂ : T₁ is equal to",4 : 1,2 : 1,1 : 1,1 : 4,C,
"Block 1 of mass m₁ and Block 2 of mass m₂ = 2·m₁ are each attached to identical horizontal springs. Each block is displaced from equilibrium by an unknown amount and released from rest simultaneously, undergoing simple harmonic motion. A student claims that Block 1 will return to equilibrium before Block 2. Is this claim correct? Why or why not?","Yes, because the maximum force exerted by the spring on Block 1 is less than that exerted on Block 2.","Yes, because the period of oscillation for Block 1 is less than that of Block 2.","No, because the initial displacements of the blocks are unknown.","No, because the springs are identical.",B,
"Two systems are oscillating: a simple pendulum consisting of a sphere on a long string swinging through a very small angle, and a block oscillating on a spring. The block-spring system takes twice as much time as the sphere-string system to complete one oscillation. Which of the following changes could make the two systems oscillate with the same period?",Increasing the mass of the sphere,Decreasing the angle through which the sphere swings,Decreasing the mass of both the block and the sphere,Shortening the pendulum string,D,
"Two systems, a simple pendulum and a mass hanging on an ideal spring, both have a period of 1 s during small oscillatory motion on Earth. They are then set into small oscillatory motion on Planet X, which has the same diameter as Earth but twice the mass. Which of the following statements is true about the periods of the two objects on Planet X compared to their periods on Earth?",Both periods of oscillation are shorter.,Both periods of oscillation are the same.,The period of the mass on the spring is shorter; the period of the pendulum is the same.,The period of the pendulum is shorter; the period of the mass on the spring is the same.,D,
