Question,Choice A,Choice B,Choice C,Choice D,Correct Answer,Explanation
"A particle of mass m moves at velocity v past point P. If the mass doubles while keeping the same path and velocity, what happens to its angular momentum relative to P?",Angular momentum remains the same because θ is constant.,Angular momentum doubles because it is directly proportional to mass m.,Angular momentum is halved because it inversely depends on mass m.,Angular momentum quadruples because the square of the mass affects it.,B,Angular momentum L = m·v·r·sinθ; doubling m doubles L if all else is constant.
"If a skater pulls her arms in closer to her body, how are angular momentum and kinetic energy affected?",L: Increases; K: Increases,L: Increases; K: Remains Constant,L: Remains Constant; K: Increases,L: Remains Constant; K: Remains Constant,C,"Angular momentum is conserved (L constant), but pulling arms in reduces I and increases ω, raising kinetic energy."
"Which of the following correctly describes how the angular momentum of a skater system changes, if at all?",Angular momentum increases because energy transfers to hands.,Angular momentum increases because angular speed increases.,Angular momentum remains constant because no energy transfer.,Angular momentum remains constant because no external net torque.,D,"In absence of external torques, angular momentum remains constant despite internal motion changes."
"A figure skater pulls arms in, reducing moment of inertia from I₁ to I₂. What is her new angular velocity ω₂?",ω₂ = ω₁·(I₁/I₂),ω₂ = ω₁·(I₂/I₁),ω₂ = ω₁·(I₁ + I₂),ω₂ = ω₁·(I₁ - I₂),A,Conservation of angular momentum: I₁ω₁ = I₂ω₂ → ω₂ = ω₁(I₁/I₂).
A rotating object has moment of inertia I and angular speed ω. What is its angular momentum L?,L = I / ω,L = I·ω,L = ω² / I,L = ½·I·ω²,B,Angular momentum L = I·ω (rotational analog of p = m·v).
A net torque τ acts for time t. What is the change in angular momentum ΔL?,ΔL = τ / t,ΔL = τ·t,ΔL = τ² / t,ΔL = t / τ,B,Angular impulse = τ·t = ΔL.
An object with angular momentum L has moment of inertia I. Solve for angular velocity ω.,ω = L / I,ω = L·I,ω = I / L,ω = √(L / I),A,L = I·ω → ω = L / I.
A torque τ rotates an object through angle θ. What is the work done?,W = τ / θ,W = τ·θ,W = θ / τ,W = ½·τ·θ²,B,"Rotational work = τ·θ, just like linear W = F·d."
A rolling object has both rotational and translational kinetic energy. What is total KE?,KE_total = ½·m·v² + ½·I·ω²,KE_total = ½·m·v²,KE_total = I·ω²,KE_total = ½·m·v² – ½·I·ω²,A,For rolling: KE_total = KE_trans + KE_rot = ½·m·v² + ½·I·ω².
A 2 kg disk (I = ½·m·r²) of radius 0.5 m spins at 4 rad/s. What is its rotational kinetic energy?,2 J,1 J,0.5 J,4 J,A,I = ½·2·0.5² = 0.25 kg·m² → KE = ½·I·ω² = ½·0.25·16 = 2 J.
A net torque of 3 N·m acts on a wheel for 2 s. What is the change in angular momentum?,1.5 kg·m²/s,6 kg·m²/s,3 kg·m²/s,0.67 kg·m²/s,B,ΔL = τ·t = 3·2 = 6 kg·m²/s.
A flywheel with I = 0.2 kg·m² spins from rest under α = 5 rad/s² for 3 s. What is its final ω?,10 rad/s,15 rad/s,5 rad/s,3 rad/s,B,ω = α·t = 5·3 = 15 rad/s.
A disk (I = 0.5 kg·m²) slows from 10 rad/s to 4 rad/s. What torque stops it in 2 s?,1.5 N·m,0.5 N·m,–1.5 N·m,–0.75 N·m,C,α = Δω / t = –6 / 2 = –3 → τ = I·α = 0.5·(–3) = –1.5 N·m.
A solid sphere (I = ⅖·m·r²) rolls without slipping. What is its total KE if v = 2 m/s and m = 1 kg?,2 J,3 J,4 J,2.4 J,D,KE_trans = ½·1·4 = 2; KE_rot = ½·(⅖·1·r²)·(v/r)² = ⅕·4 = 0.4 → total = 2.4 J.
A student spins on a frictionless stool with arms outstretched. What happens when they pull their arms in?,"I increases, ω decreases","I decreases, ω increases",I and ω both decrease,"I increases, ω increases",B,"L = I·ω conserved → if I decreases, ω must increase."
A wheel of radius 0.4 m accelerates uniformly at 3 rad/s² for 4 s. What is the distance a point on the edge travels?,0.96 m,1.92 m,2.88 m,3.84 m,D,θ = ½·α·t² = 0.5·3·16 = 24 rad → arc length = r·θ = 0.4·24 = 9.6 m.
"A torque τ causes angular acceleration α on a wheel. If radius doubles, what happens to linear acceleration aₜ?",aₜ halves,aₜ doubles,aₜ stays the same,aₜ = τ / r²,B,"aₜ = α·r. If r doubles, aₜ doubles (α constant)."
A mass m on a string wraps around a pulley (radius r) with I. What is the expression for angular acceleration α?,α = m·g / r,α = m·g·r / I,α = m·r² / g,α = m·g / I,B,"τ = r·T = I·α → α = r·T / I. Approximated T ≈ m·g, gives α = m·g·r / I."
A wheel of radius r starts from rest and reaches ω in time t. What is its average linear speed?,v_avg = r·ω,v_avg = r·ω / 2,v_avg = r / ω,v_avg = ω² / r,B,v = r·ω → average v from rest = ½·r·ω.
A flywheel of mass m and radius r rotates with ω. What is its total kinetic energy?,K = ½·m·r²·ω²,K = ½·I·ω² + ½·m·v²,K = ½·m·v²,K = ½·I·v²,A,"For a flywheel modeled as a hoop, I = m·r² → K = ½·I·ω² = ½·m·r²·ω²."
A rotating object of I = 0.3 kg·m² slows from 10 to 0 rad/s in 5 s. What torque is applied?,–0.6 N·m,–0.3 N·m,–1.5 N·m,0.3 N·m,B,α = Δω / t = –10 / 5 = –2 → τ = I·α = 0.3·(–2) = –0.6 N·m.
"A disk rolls without slipping. If speed is v, what is total KE in terms of m?",K = ½·m·v²,K = m·v²,K = ¾·m·v²,K = ⅔·m·v²,C,"Trans KE = ½·m·v², Rot KE = ½·(½·m·r²)(v²/r²) = ¼·m·v² → total = ¾·m·v²."
What is the relationship between angular velocity and angular displacement with constant α?,ω = θ / t,θ = ω² / (2·α),θ = α·t² / 2,θ = 2·α / ω²,B,ω² = 2·α·θ → θ = ω² / (2·α).
A uniform rod rotates about its end. What change increases its rotational inertia most?,Increasing mass,Halving length,Doubling length,Using a hollow rod,C,I ∝ L² → doubling L quadruples I.
